"","Especie","top.freq","bottom.freq","duration","meanfreq","sd","freq.median","freq.Q25","freq.Q75","freq.IQR","time.median","time.Q25","time.Q75","time.IQR","skew","kurt","sp.ent","time.ent","entropy","sfm","meandom","mindom","maxdom","dfrange","modindx","startdom","enddom","dfslope","meanpeakf"
"Zenaida_194","Zenaida",1.1061,0.2854,0.223920237000002,0.662018446830732,0.132248384822427,0.68453825136612,0.621752459016393,0.697992349726776,0.0762398907103825,0.0995212899974805,0.0684208868732678,0.143061854371378,0.0746409674981103,5.04186860733122,29.4403353997478,0.796058296100965,0.909486287092784,0.724004104030275,0.42449074330804,0.701866026182432,0.47373046875,0.73212890625,0.2583984375,4.66666666666667,0.47373046875,0.64599609375,0.769316910824808,0.129538324311024
"Pheucticus_197","Pheucticus",4.2102,3.0328,0.0732829869999989,3.6354098137017,0.247832190285295,3.70364418604651,3.51197441860465,3.7720976744186,0.260123255813954,0.0366439909297052,0.0219863945578231,0.0513015873015873,0.0293151927437642,3.37148077558502,17.567475447041,0.90638477378398,0.93604386291933,0.84841590494402,0.660108940603986,3.68413529829545,3.05771484375,4.17744140625,1.1197265625,1.84615384615385,3.48837890625,4.17744140625,9.40276219909009,3.76135888287402
"Zenaida_200","Zenaida",0.999,0.4638,0.195421297999999,0.708437847118319,0.106503630829652,0.721107692307692,0.649061538461538,0.741692307692308,0.0926307692307693,0.0882539682539683,0.0630385487528345,0.126077097505669,0.0630385487528345,3.16732845810969,14.1369465884565,0.891044518863492,0.919786803203527,0.819570989517476,0.620508594176231,0.537393851902174,0.47373046875,0.73212890625,0.2583984375,8.66666666666667,0.47373046875,0.47373046875,0,0.388954078494095
"Pheucticus_202","Pheucticus",3.568,2.2121,0.146565972999994,3.07026176248628,0.284569716559875,3.17081717171717,2.89689797979798,3.27353686868687,0.376638888888889,0.0764625850340136,0.0509750566893424,0.11469387755102,0.063718820861678,2.33561941558952,8.45862301806754,0.895838655022391,0.947735547938053,0.849018138581734,0.557311808442157,2.78365589488636,2.28251953125,3.48837890625,1.205859375,8.78571428571429,2.28251953125,2.88544921875,4.11370849016929,3.3289992925689
"Pheucticus_204","Pheucticus",3.6036,2.3905,0.242240984000006,3.12581017860309,0.229430229285751,3.16473105802048,2.924595221843,3.31792116040956,0.393325938566553,0.149073783359498,0.093171114599686,0.186342229199372,0.093171114599686,2.31602383850914,9.18911396035124,0.895457631404918,0.90334021550443,0.808902889728405,0.484209776310339,3.08068359375,2.45478515625,3.57451171875,1.1197265625,6.46153846153846,3.48837890625,3.14384765625,-1.42226655585246,3.41547121062992
"Pheucticus_206","Pheucticus",3.6393,2.2835,0.118067034000006,2.98866054864883,0.298335873011113,2.9614,2.8088725,3.1139275,0.305055,0.0590362811791383,0.0327979339884102,0.0918342151675485,0.0590362811791383,2.18816596863485,8.80154931886555,0.922191360805395,0.962965978820046,0.888038906417358,0.634404375547985,3.1761474609375,2.71318359375,3.57451171875,0.861328125,4.3,3.57451171875,2.97158203125,-5.10667260007538,2.9831116203248
"Mimus_216","Mimus",3.0328,1.2488,0.175064913,2.090540719544,0.301968559496163,2.07790256410256,1.84346666666667,2.36951794871795,0.526051282051282,0.100032393909945,0.0437641723356009,0.131292517006803,0.0875283446712018,1.71728754969068,5.73122575445165,0.885097932324189,0.928655177308902,0.821950777278262,0.418345341240595,2.205615234375,1.76572265625,2.54091796875,0.7751953125,3.11111111111111,2.36865234375,2.54091796875,0.984009999765059,2.46428011195866
"Mimus_221","Mimus",2.3905,1.4985,0.185243106000001,1.89251344928162,0.198806860563002,1.81205151515152,1.74717878787879,2.02829393939394,0.281115151515151,0.12136288998358,0.0830377668308703,0.153300492610837,0.0702627257799672,2.05129905841318,6.77248760270254,0.913110158027144,0.925449136427526,0.845037007209422,0.613307698026866,1.78805338541667,1.50732421875,2.36865234375,0.861328125,8,1.50732421875,1.50732421875,0,1.77250476747047
"Mimus_223","Mimus",3.6036,1.6769,0.122138311,2.8064473447535,0.326988394430223,2.84111872340426,2.54596468085106,3.09527914893617,0.549314468085106,0.096437522377372,0.0707208497434061,0.109295858694355,0.0385750089509488,1.25335912094021,4.24178397523481,0.893894325790141,0.930267201527996,0.831560572914549,0.41433913662217,2.889755859375,2.36865234375,3.22998046875,0.861328125,2.2,2.36865234375,2.54091796875,1.41041433756195,2.46428011195866
"Thryomanes_225","Thryomanes",7.7425,4.2459,1.40459057699999,5.01220790708461,0.545368060688768,4.91588586845856,4.64034439014457,5.23699492974954,0.596650539604968,0.699363086936309,0.405513050408448,0.987336122733612,0.581823072325164,2.29730768598062,9.11380215483828,0.902357053220573,0.862067443973123,0.777892638420978,0.313625672392529,4.83750870204208,4.26357421875,6.58916015625,2.3255859375,11.2962962962963,5.46943359375,4.69423828125,-0.551901262327779,4.97196573572835
